month,repo_class,type,events,actors,repos,class_events,share_of_class
2025-10,ai_ml,PullRequestEvent,3174,571,955,31758,0.099943
2025-10,ai_ml,PullRequestReviewCommentEvent,989,301,148,31758,0.031142
2025-10,ai_ml,PullRequestReviewEvent,1128,400,198,31758,0.035519
2025-10,ai_ml,PushEvent,15796,4783,5461,31758,0.497386
2025-10,ai_ml,ReleaseEvent,78,40,61,31758,0.002456
2025-10,ai_ml,WatchEvent,3443,3178,1398,31758,0.108414
2025-10,general,CommitCommentEvent,2786,513,1010,3434167,8.11E-4
2025-10,general,CreateEvent,279145,146428,187291,3434167,0.081285
2025-10,general,DeleteEvent,96127,28213,42606,3434167,0.027991
2025-10,general,DiscussionEvent,798,685,626,3434167,2.32E-4
2025-10,general,ForkEvent,25382,18859,25382,3434167,0.007391
2025-10,general,GollumEvent,2691,1035,1007,3434167,7.84E-4
2025-10,general,IssueCommentEvent,114840,31284,38831,3434167,0.03344
2025-10,general,IssuesEvent,96929,25691,22716,3434167,0.028225
2025-10,general,MemberEvent,10841,9617,9445,3434167,0.003157
2025-10,general,PublicEvent,2207,2152,2204,3434167,6.43E-4
2025-10,general,PullRequestEvent,227917,47925,81355,3434167,0.066367
2025-10,general,PullRequestReviewCommentEvent,59712,14879,13393,3434167,0.017388
2025-10,general,PullRequestReviewEvent,71388,25300,22601,3434167,0.020788
2025-10,general,PushEvent,2340215,445314,637009,3434167,0.681451
2025-10,general,ReleaseEvent,15541,4667,10546,3434167,0.004525
2025-10,general,WatchEvent,87648,64968,50342,3434167,0.025522
2026-01,ai_ml,CommitCommentEvent,13,6,6,32140,4.04E-4
2026-01,ai_ml,CreateEvent,2708,1479,1770,32140,0.084256
2026-01,ai_ml,DeleteEvent,1038,267,312,32140,0.032296
2026-01,ai_ml,DiscussionEvent,5,4,4,32140,1.56E-4
2026-01,ai_ml,ForkEvent,553,524,343,32140,0.017206
2026-01,ai_ml,GollumEvent,27,7,7,32140,8.4E-4
2026-01,ai_ml,IssueCommentEvent,1823,622,389,32140,0.056721
2026-01,ai_ml,IssuesEvent,722,291,213,32140,0.022464
2026-01,ai_ml,MemberEvent,59,52,56,32140,0.001836
2026-01,ai_ml,PublicEvent,13,13,13,32140,4.04E-4
2026-01,ai_ml,PullRequestEvent,3582,703,1059,32140,0.11145
2026-01,ai_ml,PullRequestReviewCommentEvent,1042,296,168,32140,0.032421
2026-01,ai_ml,PullRequestReviewEvent,1065,394,221,32140,0.033136
2026-01,ai_ml,PushEvent,16487,4811,5571,32140,0.512974
2026-01,ai_ml,ReleaseEvent,100,50,77,32140,0.003111
2026-01,ai_ml,WatchEvent,2903,2708,1235,32140,0.090324
2026-01,general,CommitCommentEvent,2120,400,836,3386909,6.26E-4
2026-01,general,CreateEvent,247577,129580,177587,3386909,0.073098
2026-01,general,DeleteEvent,104469,27944,42435,3386909,0.030845
2026-01,general,DiscussionEvent,890,596,571,3386909,2.63E-4
2026-01,general,ForkEvent,18634,15418,12949,3386909,0.005502
2026-01,general,GollumEvent,2196,861,835,3386909,6.48E-4
2026-01,general,IssueCommentEvent,116980,28300,39467,3386909,0.034539
2026-01,general,IssuesEvent,86751,23024,20167,3386909,0.025614
2026-01,general,MemberEvent,6520,5619,5900,3386909,0.001925
2026-01,general,PublicEvent,1747,1683,1744,3386909,5.16E-4
2026-01,general,PullRequestEvent,304163,56493,106303,3386909,0.089805
2026-01,general,PullRequestReviewCommentEvent,62145,13139,13825,3386909,0.018349
2026-01,general,PullRequestReviewEvent,66953,22381,22081,3386909,0.019768
2026-01,general,PushEvent,2246007,436921,642319,3386909,0.663144
2026-01,general,ReleaseEvent,17266,5145,11532,3386909,0.005098
2026-01,general,WatchEvent,102491,68580,44848,3386909,0.030261
2026-04,ai_ml,CreateEvent,4120,2098,2615,32769,0.125729
2026-04,ai_ml,DeleteEvent,1657,435,561,32769,0.050566
2026-04,ai_ml,DiscussionEvent,3,3,3,32769,9.2E-5
2026-04,ai_ml,ForkEvent,265,254,200,32769,0.008087
2026-04,ai_ml,GollumEvent,1,1,1,32769,3.1E-5
2026-04,ai_ml,IssueCommentEvent,927,389,280,32769,0.028289
2026-04,ai_ml,IssuesEvent,562,201,163,32769,0.01715
2026-04,ai_ml,MemberEvent,53,41,51,32769,0.001617
2026-04,ai_ml,PublicEvent,9,9,9,32769,2.75E-4
2026-04,ai_ml,PullRequestEvent,2061,542,961,32769,0.062895
2026-04,ai_ml,PullRequestReviewCommentEvent,621,186,145,32769,0.018951
2026-04,ai_ml,PullRequestReviewEvent,537,223,162,32769,0.016387
2026-04,ai_ml,PushEvent,20482,6924,8020,32769,0.625042
2026-04,ai_ml,ReleaseEvent,75,33,61,32769,0.002289
2026-04,ai_ml,WatchEvent,1396,1334,638,32769,0.042601
2026-04,general,CommitCommentEvent,1053,190,550,3706333,2.84E-4
2026-04,general,CreateEvent,336693,176191,234500,3706333,0.090843
2026-04,general,DeleteEvent,128332,37991,56420,3706333,0.034625
2026-04,general,DiscussionEvent,339,249,244,3706333,9.1E-5
2026-04,general,ForkEvent,10193,8487,7054,3706333,0.00275
2026-04,general,GollumEvent,889,515,518,3706333,2.4E-4
2026-04,general,IssueCommentEvent,56734,14945,26040,3706333,0.015307
2026-04,general,IssuesEvent,72702,14508,14452,3706333,0.019616
2026-04,general,MemberEvent,4105,3718,3805,3706333,0.001108
2026-04,general,PublicEvent,1035,970,1034,3706333,2.79E-4
2026-04,general,PullRequestEvent,151553,40159,72377,3706333,0.04089
2026-04,general,PullRequestReviewCommentEvent,34355,7621,11359,3706333,0.009269
2026-04,general,PullRequestReviewEvent,33378,11940,14540,3706333,0.009006
2026-04,general,PushEvent,2819131,609356,838570,3706333,0.760625
2026-04,general,ReleaseEvent,9619,3464,7503,3706333,0.002595
2026-04,general,WatchEvent,46222,39080,23410,3706333,0.012471
2026-07,ai_ml,CreateEvent,3203,1708,2188,22381,0.143112
2026-07,ai_ml,DeleteEvent,1265,405,508,22381,0.056521
2026-07,ai_ml,ForkEvent,22,22,16,22381,9.83E-4
2026-07,ai_ml,IssueCommentEvent,76,44,46,22381,0.003396
2026-07,ai_ml,IssuesEvent,50,23,30,22381,0.002234
2026-07,ai_ml,PullRequestEvent,140,80,114,22381,0.006255
2026-07,ai_ml,PullRequestReviewCommentEvent,39,24,26,22381,0.001743
2026-07,ai_ml,PullRequestReviewEvent,39,34,32,22381,0.001743
2026-07,ai_ml,PushEvent,17436,5569,6879,22381,0.779054
2026-07,ai_ml,ReleaseEvent,7,5,7,22381,3.13E-4
2026-07,ai_ml,WatchEvent,104,102,65,22381,0.004647
2026-07,general,CommitCommentEvent,72,16,67,3926284,1.8E-5
2026-07,general,CreateEvent,261309,130193,176600,3926284,0.066554
2026-07,general,DeleteEvent,112605,34338,50018,3926284,0.02868
2026-07,general,DiscussionEvent,31,28,29,3926284,8.0E-6
2026-07,general,ForkEvent,574,508,451,3926284,1.46E-4
2026-07,general,GollumEvent,24,19,23,3926284,6.0E-6
2026-07,general,IssueCommentEvent,4898,1942,3698,3926284,0.001247
2026-07,general,IssuesEvent,3892,2159,2504,3926284,9.91E-4
2026-07,general,MemberEvent,175,162,167,3926284,4.5E-5
2026-07,general,PublicEvent,36,36,36,3926284,9.0E-6
2026-07,general,PullRequestEvent,10806,5256,8909,3926284,0.002752
2026-07,general,PullRequestReviewCommentEvent,2282,909,1636,3926284,5.81E-4
2026-07,general,PullRequestReviewEvent,2517,1273,1935,3926284,6.41E-4
2026-07,general,PushEvent,3523821,498284,740996,3926284,0.897495
2026-07,general,ReleaseEvent,860,411,817,3926284,2.19E-4
2026-07,general,WatchEvent,2382,2288,1997,3926284,6.07E-4
